geneID,geneName,KSCr1,KSCr2,KSHr1,KSHr2
ENSG00000123607.14_2,TTC21B,317,274,396,379
ENSG00000144285.18_4,SCN1A,0,0,0,0
ENSG00000169432.14_3,SCN9A,185,177,285,274
ENSG00000136546.13_2,SCN7A,1,0,0,3
ENSG00000163092.19_3,XIRP2,1,0,2,0
ENSG00000172318.5_2,B3GALT1,297,273,282,344
ENSG00000198648.10_3,STK39,3,2,3,5
ENSG00000172292.14_3,CERS6,439,458,407,371
ENSG00000163072.15_3,NOSTRIN,407,296,450,477
ENSG00000152253.8_2,SPC25,331,319,456,444
ENSG00000152254.10_2,G6PC2,0,0,0,0
ENSG00000073734.8_3,ABCB11,2,3,11,2
ENSG00000073737.16_3,DHRS9,0,1,0,0
ENSG00000081479.12_2,LRP2,6,7,6,8
ENSG00000163093.11_3,BBS5,108,86,73,123
ENSG00000251569.1_4,AC093899.2,0,0,0,0
ENSG00000239474.6_3,KLHL41,0,0,1,0
ENSG00000138399.17_3,FASTKD1,664,613,704,659
ENSG00000138398.15_3,PPIG,995,928,1213,1214
ENSG00000154479.12_3,CCDC173,40,43,96,96
ENSG00000144362.11_3,PHOSPHO2,46,34,39,52
ENSG00000213160.9_4,KLHL23,578,576,650,694
ENSG00000138385.15_2,SSB,3474,3072,3955,3755
ENSG00000138382.14_3,METTL5,1902,1609,2214,2174
ENSG00000144357.16_3,UBR3,1350,1181,1388,1357
ENSG00000071909.18_3,MYO3B,239,205,57,87
ENSG00000204335.3_2,SP5,16,23,32,21
ENSG00000204334.7_2,ERICH2,6,10,12,10
ENSG00000128683.13_3,GAD1,334,281,262,244
ENSG00000115806.12_2,GORASP2,1542,1334,1383,1329
ENSG00000198586.13_2,TLK1,714,692,791,831
ENSG00000123600.19_3,METTL8,513,474,559,472
ENSG00000115827.13_3,DCAF17,414,442,556,596
ENSG00000071967.11_2,CYBRD1,249,221,225,272
ENSG00000077380.15_3,DYNC1I2,1001,852,1129,1058
ENSG00000268821.1,AC068039.1,1,0,2,0
ENSG00000115840.13_2,SLC25A12,324,254,330,314
ENSG00000128708.12_2,HAT1,1182,1067,1602,1555
ENSG00000172878.13_2,METAP1D,264,228,262,315
ENSG00000144355.14_2,DLX1,213,189,186,153
ENSG00000115844.10_2,DLX2,30,28,20,15
ENSG00000091409.14_3,ITGA6,1,4,3,2
ENSG00000152256.13_4,PDK1,273,252,321,322
ENSG00000091428.17_2,RAPGEF4,0,1,0,0
ENSG00000091436.16_2,MAP3K20,645,631,786,812
ENSG00000144354.13_2,CDCA7,1190,1040,1388,1301
ENSG00000172845.14_2,SP3,808,767,945,894
ENSG00000138430.15_2,OLA1,1487,1408,1569,1559
ENSG00000217236.1_2,SP9,4,6,10,7
ENSG00000268241.1,AC018470.1,0,0,0,0
ENSG00000138433.15_3,CIR1,148,137,175,184
ENSG00000144306.14_3,SCRN3,144,127,198,215
ENSG00000163328.13_2,GPR155,45,43,44,54
ENSG00000115935.17_4,WIPF1,222,218,191,201
ENSG00000138435.15_3,CHRNA1,0,1,1,6
ENSG00000128656.13_3,CHN1,5,3,3,3
ENSG00000115966.16_2,ATF2,546,489,555,545
ENSG00000154518.9_2,ATP5G3,6603,5018,5256,5284
ENSG00000144320.13_2,LNPK,495,499,689,706
ENSG00000174279.4_2,EVX2,0,0,1,1
ENSG00000128714.5_2,HOXD13,26,24,36,24
ENSG00000170178.6_2,HOXD12,0,0,0,0
ENSG00000128713.13_3,HOXD11,0,0,0,0
ENSG00000128710.5_3,HOXD10,0,0,0,0
ENSG00000128709.12_3,HOXD9,0,0,1,0
ENSG00000175879.8_3,HOXD8,0,0,1,0
ENSG00000128652.11_3,HOXD3,0,0,0,0
ENSG00000278500.1_4,AC009336.2,0,0,0,0
ENSG00000170166.5_3,HOXD4,0,0,0,0
ENSG00000128645.14_3,HOXD1,0,0,0,0
ENSG00000128654.13_2,MTX2,715,679,725,757
ENSG00000170144.20_3,HNRNPA3,5713,5149,6144,6104
ENSG00000116044.15_3,NFE2L2,555,551,595,554
ENSG00000018510.13_3,AGPS,1352,1224,1199,1154
ENSG00000196659.9_2,TTC30B,49,54,60,59
ENSG00000197557.6_2,TTC30A,45,50,50,47
ENSG00000128655.17_4,PDE11A,35,32,28,33
ENSG00000284741.1_1,PDE11A,0,0,0,0
ENSG00000155636.14_2,RBM45,167,131,119,174
ENSG00000079156.16_2,OSBPL6,127,121,184,152
ENSG00000180228.12_2,PRKRA,355,333,396,440
ENSG00000204311.12_3,DFNB59,4,1,2,2
ENSG00000079150.17_2,FKBP7,61,36,35,35
ENSG00000116095.10_2,PLEKHA3,164,160,159,192
ENSG00000155657.26_3,TTN,764,713,886,943
ENSG00000163492.14_3,CCDC141,0,0,0,0
ENSG00000187231.13_4,SESTD1,31,32,44,45
ENSG00000144331.18_3,ZNF385B,0,2,1,0
ENSG00000163510.13_2,CWC22,494,389,481,501
ENSG00000170035.15_3,UBE2E3,761,707,823,830
ENSG00000115232.13_2,ITGA4,4,2,2,0
ENSG00000188452.13_4,CERKL,1,0,1,0
ENSG00000162992.3_3,NEUROD1,0,0,0,0
ENSG00000138434.16_2,SSFA2,1098,928,1028,985
ENSG00000150722.10_2,PPP1R1C,0,2,0,0
ENSG00000115252.18_2,PDE1A,0,0,0,0
ENSG00000077232.17_3,DNAJC10,852,805,1044,962
ENSG00000162998.4_2,FRZB,0,0,0,0
ENSG00000061676.14_2,NCKAP1,1310,1294,1449,1362
ENSG00000162999.12_2,DUSP19,43,23,56,62
ENSG00000163002.12_4,NUP35,240,246,277,281
ENSG00000170396.7_2,ZNF804A,21,23,13,20
ENSG00000188738.14_2,FSIP2,70,67,91,60
ENSG00000065548.17_3,ZC3H15,1482,1432,1701,1763
ENSG00000213953.1,AC018867.1,3,2,3,2
ENSG00000268846.1,AC018867.2,283,246,336,341
ENSG00000138448.11_3,ITGAV,389,447,510,531
ENSG00000144369.12_2,FAM171B,1,0,0,0
ENSG00000163012.3_2,ZSWIM2,0,0,0,0
ENSG00000064989.12_2,CALCRL,0,0,1,1
ENSG00000003436.15_3,TFPI,675,607,836,743
ENSG00000144366.15_4,GULP1,199,230,247,249
ENSG00000174325.4_3,DIRC1,0,0,0,0
ENSG00000168542.14_3,COL3A1,0,0,0,0
ENSG00000204262.11_2,COL5A2,2,3,5,0
ENSG00000115368.9_2,WDR75,638,591,720,730
ENSG00000138449.10_3,SLC40A1,360,288,329,326
ENSG00000138381.9_3,ASNSD1,248,219,321,323
ENSG00000151687.14_3,ANKAR,9,7,8,16
ENSG00000128694.11_2,OSGEPL1,25,40,55,40
ENSG00000128699.13_3,ORMDL1,291,291,335,342
ENSG00000231145.1,AC013468.1,0,0,0,1
ENSG00000064933.17_3,PMS1,241,219,263,219
ENSG00000187699.10_3,C2orf88,780,680,941,947
ENSG00000138379.4_2,MSTN,0,0,0,0
ENSG00000198130.15_3,HIBCH,183,157,178,173
ENSG00000151689.12_2,INPP1,19,17,7,13
ENSG00000151690.14_3,MFSD6,134,82,155,139
ENSG00000189362.11_3,NEMP2,19,35,38,57
ENSG00000138386.16_3,NAB1,318,263,377,352
ENSG00000115419.12_3,GLS,1117,1006,970,885
ENSG00000115415.18_4,STAT1,718,592,743,820
ENSG00000138378.17_2,STAT4,1,0,1,0
ENSG00000128641.18_2,MYO1B,1,0,0,2
ENSG00000173559.12_2,NABP1,255,280,335,313
ENSG00000168497.4_3,CAVIN2,873,837,370,369
ENSG00000144339.11_2,TMEFF2,2,1,0,1
ENSG00000196950.13_3,SLC39A10,390,344,443,481
ENSG00000118997.13_3,DNAH7,3,2,6,5
ENSG00000081320.10_3,STK17B,134,94,133,138
ENSG00000138411.10_2,HECW2,90,73,158,173
ENSG00000144395.17_3,CCDC150,66,52,102,81
ENSG00000119041.10_3,GTF3C3,488,472,572,595
ENSG00000187944.2_2,C2orf66,0,0,0,0
ENSG00000197121.14_2,PGAP1,2,6,12,8
ENSG00000065413.18_3,ANKRD44,0,2,0,0
ENSG00000115524.15_2,SF3B1,2525,2279,2736,2831
ENSG00000115520.8_2,COQ10B,103,107,94,131
ENSG00000144381.16_3,HSPD1,7863,7017,7566,7434
ENSG00000115541.10_3,HSPE1,280,229,285,226
ENSG00000270757.1_3,HSPE1-MOB4,0,0,0,0
ENSG00000115540.14_3,MOB4,51,86,112,94
ENSG00000162944.10_3,RFTN2,2,6,2,0
ENSG00000247626.4_3,MARS2,421,313,298,322
ENSG00000152430.17_2,BOLL,1,2,4,1
ENSG00000115896.15_2,PLCL1,123,111,72,81
ENSG00000119042.16_2,SATB2,831,733,698,771
ENSG00000226124.6_2,FTCDNL1,2,3,8,2
ENSG00000178074.5_3,C2orf69,118,111,88,101
ENSG00000162971.10_2,TYW5,81,82,85,101
ENSG00000162972.10_3,MAIP1,112,112,104,100
ENSG00000196141.13_3,SPATS2L,222,196,205,181
ENSG00000155729.12_2,KCTD18,47,30,45,50
ENSG00000163535.17_4,SGO2,198,240,282,272
ENSG00000138356.13_3,AOX1,8,9,22,18
ENSG00000082153.17_3,BZW1,1652,1425,1600,1668
ENSG00000013441.15_2,CLK1,258,231,354,315
ENSG00000240344.8_2,PPIL3,123,120,132,131
ENSG00000196290.14_2,NIF3L1,199,172,265,218
ENSG00000115942.8_2,ORC2,446,381,454,470
ENSG00000155744.9_2,FAM126B,401,386,389,400
ENSG00000119013.8_2,NDUFB3,391,289,398,341
ENSG00000003402.19_3,CFLAR,1098,922,771,763
ENSG00000003400.14_4,CASP10,223,220,198,231
ENSG00000064012.21_4,CASP8,161,168,181,224
ENSG00000155749.12_3,ALS2CR12,1,5,3,2
ENSG00000115993.12_3,TRAK2,117,87,151,135
ENSG00000082146.12_2,STRADB,149,110,174,188
ENSG00000155754.14_3,C2CD6,0,0,0,0
ENSG00000155755.18_3,TMEM237,126,88,157,125
ENSG00000082126.17_2,MPP4,1,0,1,3
ENSG00000003393.14_3,ALS2,267,207,258,265
ENSG00000138395.14_3,CDK15,0,0,0,3
ENSG00000155760.2_2,FZD7,19,22,23,31
ENSG00000182329.12_4,KIAA2012,0,0,0,0
ENSG00000116030.16_2,SUMO1,554,507,615,593
ENSG00000267889.1,AC079354.2,0,0,0,1
ENSG00000055044.10_2,NOP58,1693,1503,1830,1861
ENSG00000204217.13_3,BMPR2,101,116,79,95
ENSG00000138439.11_2,FAM117B,143,103,102,87
ENSG00000163596.16_3,ICA1L,17,14,12,13
ENSG00000138442.9_2,WDR12,1075,816,933,952
ENSG00000138380.17_4,CARF,29,35,25,26
ENSG00000144426.18_3,NBEAL1,58,73,73,68
ENSG00000119004.15_3,CYP20A1,99,95,129,148
ENSG00000138443.15_3,ABI2,136,118,181,165
ENSG00000173166.17_2,RAPH1,33,23,25,24
ENSG00000178562.17_2,CD28,0,0,0,0
ENSG00000163599.14_2,CTLA4,0,0,0,0
ENSG00000163600.12_2,ICOS,0,0,0,0
ENSG00000116117.17_2,PARD3B,7,9,16,12
ENSG00000118257.16_3,NRP2,0,0,0,0
ENSG00000114933.15_3,INO80D,204,166,162,166
ENSG00000023228.13_3,NDUFS1,1265,1185,1319,1332
ENSG00000114942.13_2,EEF1B2,3120,2721,3314,3158
ENSG00000183671.12_3,GPR1,0,0,0,0
ENSG00000204186.7_2,ZDBF2,1,0,1,0
ENSG00000269633.1,AC017081.1,0,0,0,0
ENSG00000114948.12_2,ADAM23,0,0,0,0
ENSG00000235118.7_4,FAM237A,0,0,0,0
ENSG00000232125.2_3,DYTN,0,0,0,0
ENSG00000138400.12_2,MDH1B,2,1,2,2
ENSG00000118246.13_3,FASTKD2,324,343,365,337
ENSG00000144410.4_2,CPO,0,0,0,0
ENSG00000118263.14_3,KLF7,4,5,3,2
ENSG00000118260.14_3,CREB1,257,277,296,292
ENSG00000144401.14_2,METTL21A,260,224,219,268
ENSG00000163249.11_3,CCNYL1,54,56,76,93
ENSG00000163251.3_2,FZD5,462,446,504,438
ENSG00000178385.14_3,PLEKHM3,54,28,36,33
ENSG00000118231.4_2,CRYGD,0,0,0,0
ENSG00000163254.4_2,CRYGC,0,0,0,0
ENSG00000182187.3_2,CRYGB,0,0,0,0
ENSG00000168582.4_2,CRYGA,0,0,0,0
ENSG00000188674.10_3,C2orf80,0,0,0,0
ENSG00000138413.13_2,IDH1,374,325,454,421
ENSG00000115020.16_3,PIKFYVE,493,451,518,529
ENSG00000144407.9_3,PTH2R,65,54,110,90
ENSG00000078018.19_3,MAP2,0,0,0,0
ENSG00000144406.18_3,UNC80,0,0,0,0
ENSG00000197713.14_3,RPE,371,351,463,395
ENSG00000144445.16_2,KANSL1L,94,110,119,160
ENSG00000115361.7_2,ACADL,0,0,0,0
ENSG00000168530.15_3,MYL1,0,0,0,0
ENSG00000115365.11_3,LANCL1,422,363,534,499
ENSG00000021826.14_3,CPS1,50,53,65,62
ENSG00000178568.14_3,ERBB4,0,0,0,0
ENSG00000030419.16_3,IKZF2,11,13,10,20
ENSG00000144451.18_2,SPAG16,5,3,3,12
ENSG00000174453.9_3,VWC2L,0,0,0,0
ENSG00000138376.10_3,BARD1,169,165,190,219
ENSG00000144452.14_3,ABCA12,3,0,1,1
ENSG00000138363.14_3,ATIC,1859,1502,1762,1753
ENSG00000115414.18_3,FN1,61,73,87,67
ENSG00000118242.15_3,MREG,26,41,36,25
ENSG00000115425.13_3,PECR,21,30,33,39
ENSG00000163449.10_2,TMEM169,1,0,2,1
ENSG00000079246.15_3,XRCC5,3477,3316,3822,3657
ENSG00000144583.4_2,MARCH4,1,0,3,0
ENSG00000138375.12_4,SMARCAL1,375,344,502,484
ENSG00000197756.9_2,RPL37A,4813,3661,4173,4081
ENSG00000115457.9_3,IGFBP2,0,0,0,0
ENSG00000115461.4_3,IGFBP5,0,0,0,0
ENSG00000118245.2_2,TNP1,0,0,0,0
ENSG00000231672.6_2,DIRC3,0,0,0,0
ENSG00000079308.16_3,TNS1,100,101,83,106
ENSG00000188282.12_2,RUFY4,1,0,0,0
ENSG00000180871.7_3,CXCR2,0,0,0,0
ENSG00000163464.7_2,CXCR1,0,0,0,0
ENSG00000163466.15_2,ARPC2,914,788,920,967
ENSG00000179921.14_2,GPBAR1,1,3,0,0
ENSG00000127837.9_2,AAMP,1563,1165,1247,1332
ENSG00000127838.13_2,PNKD,723,637,481,458
ENSG00000135926.14_4,TMBIM1,1653,1322,1484,1493
ENSG00000158428.3_2,CATIP,11,7,5,12
ENSG00000018280.16_2,SLC11A1,25,18,10,14
ENSG00000144579.7_3,CTDSP1,940,748,749,733
ENSG00000127831.10_3,VIL1,119,93,121,116
ENSG00000135913.10_2,USP37,245,202,279,251
ENSG00000144580.13_3,CNOT9,766,604,613,616
ENSG00000115556.13_3,PLCD4,48,33,45,58
ENSG00000115568.15_3,ZNF142,476,426,431,384
ENSG00000074582.12_2,BCS1L,664,468,537,526
ENSG00000163481.7_3,RNF25,181,137,142,177
ENSG00000163482.11_3,STK36,127,103,127,120
ENSG00000135912.10_3,TTLL4,609,538,606,614
ENSG00000135929.8_3,CYP27A1,0,0,0,1
ENSG00000115592.11_2,PRKAG3,0,0,1,0
ENSG00000115596.3_2,WNT6,0,0,0,0
ENSG00000135925.8_2,WNT10A,0,0,0,0
ENSG00000171450.5_2,CDK5R2,1,0,0,4
ENSG00000163497.2_2,FEV,7,2,3,2
ENSG00000163499.11_2,CRYBA2,0,0,1,1
ENSG00000181378.13_4,CFAP65,0,0,1,1
ENSG00000163501.6_2,IHH,1,0,0,0
ENSG00000187736.12_3,NHEJ1,2,0,5,4
ENSG00000280537.2_4,AC068946.1,1,0,1,1
ENSG00000213901.10_4,SLC23A3,1,2,1,5
ENSG00000115649.15_2,CNPPD1,898,758,815,841
ENSG00000144567.10_4,RETREG2,630,475,529,578
ENSG00000158552.12_3,ZFAND2B,140,147,133,182
ENSG00000115657.12_3,ABCB6,9,9,14,14
ENSG00000198925.10_3,ATG9A,1091,833,932,955
ENSG00000163516.13_2,ANKZF1,397,303,347,303
ENSG00000163521.15_3,GLB1L,38,21,25,22
ENSG00000115661.13_2,STK16,246,146,222,191
ENSG00000127824.13_3,TUBA4A,707,538,711,767
ENSG00000243910.7_2,TUBA4B,2,1,2,2
ENSG00000135924.15_2,DNAJB2,58,42,78,101
ENSG00000054356.13_3,PTPRN,9,15,11,35
ENSG00000182698.11_2,RESP18,0,0,0,0
ENSG00000123992.18_2,DNPEP,621,450,478,489
ENSG00000175084.11_2,DES,303,237,136,154
ENSG00000072195.14_1,SPEG,186,149,155,156
ENSG00000144591.18_2,GMPPA,681,521,667,672
ENSG00000072182.12_3,ASIC4,366,264,322,432
ENSG00000123989.13_2,CHPF,1168,948,939,972
ENSG00000188760.10_3,TMEM198,186,134,178,170
ENSG00000124006.14_2,OBSL1,557,416,676,711
ENSG00000123999.4_2,INHA,6,9,12,26
ENSG00000144589.21_2,STK11IP,319,239,234,260
ENSG00000114923.16_3,SLC4A3,0,0,3,1
ENSG00000116106.11_3,EPHA4,5,0,7,3
ENSG00000135903.18_2,PAX3,0,2,0,0
ENSG00000163081.2_2,CCDC140,0,0,0,0
ENSG00000163082.9_2,SGPP2,30,9,13,21
ENSG00000116120.9_2,FARSB,988,943,1140,1084
ENSG00000124003.12_2,MOGAT1,0,0,0,0
ENSG00000123983.13_2,ACSL3,1139,869,1019,975
ENSG00000152049.6_2,KCNE4,0,0,0,0
ENSG00000171951.4_3,SCG2,15,12,33,20
ENSG00000152056.16_3,AP1S3,36,47,34,18
ENSG00000085449.14_3,WDFY1,358,293,368,399
ENSG00000135900.3_2,MRPL44,268,224,245,246
ENSG00000135919.12_3,SERPINE2,1,0,1,1
ENSG00000124019.9_2,FAM124B,149,103,113,108
ENSG00000036257.12_3,CUL3,735,655,791,689
ENSG00000283428.1_3,CCDC195,0,0,0,0
ENSG00000135905.18_2,DOCK10,23,15,18,20
ENSG00000144460.12_3,NYAP2,10,6,9,12
ENSG00000169047.5_2,IRS1,73,57,91,75
ENSG00000144468.16_3,RHBDD1,415,374,438,490
ENSG00000081052.11_2,COL4A4,2,0,3,1
ENSG00000169031.18_2,COL4A3,0,5,7,5
ENSG00000168958.19_4,MFF,338,300,348,341
ENSG00000168955.3_3,TM4SF20,0,0,0,0
ENSG00000173744.17_3,AGFG1,655,535,705,758
ENSG00000284643.1_1,AC064853.4,0,0,0,0
ENSG00000042304.11_4,C2orf83,0,0,0,0
ENSG00000284704.1_1,AC064853.6,0,0,0,0
ENSG00000284667.1_1,AC064853.5,0,0,0,0
ENSG00000135917.13_2,SLC19A3,0,0,0,0
ENSG00000284725.1_1,AC093762.3,0,0,0,0
ENSG00000284718.1_1,AC093762.2,0,0,0,0
ENSG00000284635.1_1,AC093762.1,0,0,0,0
ENSG00000115009.11_2,CCL20,0,0,0,0
ENSG00000123977.9_4,DAW1,0,0,0,0
ENSG00000153820.12_2,SPHKAP,0,0,0,0
ENSG00000153823.18_2,PID1,0,0,0,0
ENSG00000187957.7_2,DNER,0,0,0,0
ENSG00000153827.13_3,TRIP12,1975,1703,1831,1763
ENSG00000153832.11_3,FBXO36,10,5,9,7
ENSG00000163053.10_3,SLC16A14,0,0,0,0
ENSG00000135899.17_3,SP110,79,63,72,70
ENSG00000079263.18_2,SP140,0,0,0,1
ENSG00000185404.16_2,SP140L,173,198,225,233
ENSG00000067066.16_3,SP100,233,187,207,234
ENSG00000135932.10_2,CAB39,1370,1141,1407,1362
ENSG00000135916.15_3,ITM2C,411,320,333,373
ENSG00000135898.9_2,GPR55,3,11,8,5
ENSG00000173699.15_3,SPATA3,0,0,0,0
ENSG00000204128.5_2,C2orf72,0,0,0,0
ENSG00000173692.12_2,PSMD1,1840,1588,1964,1933
ENSG00000135914.5_2,HTR2B,1,4,6,1
ENSG00000135931.17_3,ARMC9,8,10,20,22
ENSG00000156966.6_2,B3GNT7,0,0,0,1
ENSG00000115053.15_3,NCL,10301,8720,8596,8508
ENSG00000171596.6_2,NMUR1,0,0,3,1
ENSG00000177673.3_2,TEX44,0,0,0,0
ENSG00000269363.1,MGC4771,8,4,4,2
ENSG00000187514.16_3,PTMA,11445,9384,9696,9073
ENSG00000156973.13_2,PDE6D,30,16,35,26
ENSG00000144524.17_2,COPS7B,562,371,484,499
ENSG00000163273.3_2,NPPC,0,0,0,1
ENSG00000144535.19_3,DIS3L2,242,247,218,208
ENSG00000163283.6_2,ALPP,0,0,0,0
ENSG00000163286.8_3,ALPPL2,0,0,0,0
ENSG00000163295.4_2,ALPI,0,0,0,0
ENSG00000171551.11_2,ECEL1,0,0,0,0
ENSG00000237412.6_2,PRSS56,0,0,0,0
ENSG00000135902.9_2,CHRND,0,0,0,0
ENSG00000196811.11_2,CHRNG,4,2,0,4
ENSG00000221944.6_3,TIGD1,85,81,90,111
ENSG00000135930.13_4,EIF4E2,571,494,606,605
ENSG00000115468.11_2,EFHD1,68,57,52,41
ENSG00000204120.14_4,GIGYF2,880,770,784,853
ENSG00000115474.6_3,KCNJ13,2,3,4,8
ENSG00000182600.9_4,C2orf82,32,9,45,31
ENSG00000066248.14_2,NGEF,0,0,1,0
ENSG00000115488.3_2,NEU2,0,0,0,0
ENSG00000168918.13_3,INPP5D,21,26,22,21
ENSG00000085978.21_2,ATG16L1,311,222,231,263
ENSG00000130561.16_3,SAG,0,0,2,0
ENSG00000077044.10_3,DGKD,494,445,462,487
ENSG00000085982.13_2,USP40,296,245,311,329
ENSG00000242366.3_3,UGT1A8,0,0,0,0
ENSG00000242515.5_3,UGT1A10,0,0,0,0
ENSG00000241119.1_3,UGT1A9,0,0,0,0
ENSG00000244122.2_3,UGT1A7,0,0,0,0
ENSG00000167165.18_3,UGT1A6,0,0,0,0
ENSG00000240224.1_3,UGT1A5,0,0,0,0
ENSG00000244474.5_3,UGT1A4,0,0,0,0
ENSG00000243135.6_3,UGT1A3,0,0,0,0
ENSG00000241635.7_3,UGT1A1,0,0,0,0
ENSG00000185038.14_3,MROH2A,0,0,5,0
ENSG00000123485.11_3,HJURP,558,414,582,622
ENSG00000144481.16_3,TRPM8,0,0,0,0
ENSG00000072080.10_4,SPP2,0,0,0,0
ENSG00000188042.7_3,ARL4C,3,0,2,5
ENSG00000130147.15_3,SH3BP4,0,0,0,0
ENSG00000157985.18_3,AGAP1,512,470,340,415
ENSG00000168505.6_2,GBX2,32,33,31,32
ENSG00000182177.13_3,ASB18,2,6,6,5
ENSG00000132321.16_3,IQCA1,0,0,0,2
ENSG00000144476.5_3,ACKR3,0,0,0,0
ENSG00000198612.10_2,COPS8,330,251,406,446
ENSG00000163359.15_3,COL6A3,94,115,78,92
ENSG00000115648.13_3,MLPH,4,2,1,2
ENSG00000071677.1_2,PRLH,0,0,0,0
ENSG00000124839.12_2,RAB17,0,0,0,0
ENSG00000124831.18_4,LRRFIP1,713,629,669,733
ENSG00000177483.11_3,RBM44,1,0,0,1
ENSG00000132329.10_2,RAMP1,1,0,0,0
ENSG00000184182.18_3,UBE2F,92,106,114,119
ENSG00000258984.5_3,UBE2F-SCLY,2,0,0,0
ENSG00000132330.16_3,SCLY,65,62,62,66
ENSG00000144488.14_2,ESPNL,0,1,1,2
ENSG00000168427.8_2,KLHL30,0,0,0,1
ENSG00000178752.15_4,ERFE,40,21,27,33
ENSG00000132323.8_2,ILKAP,340,243,275,304
ENSG00000144485.10_3,HES6,1321,982,860,862
ENSG00000132326.11_3,PER2,233,187,173,159
ENSG00000268396.1,AC012485.1,1,0,0,0
ENSG00000204104.11_2,TRAF3IP1,97,83,68,85
ENSG00000065802.11_2,ASB1,601,500,545,654
ENSG00000233608.3_2,TWIST2,0,0,0,0
ENSG00000068024.16_3,HDAC4,169,158,190,162
ENSG00000213828.1,AC017028.1,0,0,0,0
ENSG00000130414.11_2,NDUFA10,1138,867,1015,1001
ENSG00000182083.7_2,OR6B2,0,0,1,0
ENSG00000178586.5_3,OR6B3,0,0,0,0
ENSG00000267963.1,AC013469.1,0,0,0,0
ENSG00000172428.10_3,COPS9,267,210,270,248
ENSG00000178602.7_2,OTOS,0,0,0,0
ENSG00000063660.8_3,GPC1,14,9,16,12
ENSG00000144504.15_3,ANKMY1,287,223,280,280
ENSG00000188542.9_2,DUSP28,100,80,96,112
ENSG00000142327.12_3,RNPEPL1,641,533,575,625
ENSG00000142330.19_3,CAPN10,323,219,207,230
ENSG00000178623.11_3,GPR35,4,7,3,2
ENSG00000185176.12_2,AQP12B,0,0,0,0
ENSG00000268822.1,AC011298.1,0,0,0,0
ENSG00000184945.13_2,AQP12A,0,0,0,0
ENSG00000130294.15_2,KIF1A,0,0,1,0
ENSG00000172482.4_2,AGXT,0,0,0,0
ENSG00000172478.17_4,C2orf54,0,0,0,0
ENSG00000226321.5_3,CROCC2,0,0,0,0
ENSG00000162804.13_3,SNED1,73,45,60,95
ENSG00000122085.16_3,MTERF4,255,209,225,225
ENSG00000115687.13_2,PASK,434,408,386,413
ENSG00000115685.14_2,PPP1R7,378,333,424,422
ENSG00000146205.13_3,ANO7,49,33,44,57
ENSG00000115677.16_3,HDLBP,3675,3054,3195,3472
ENSG00000268485.1,AC104841.2,284,258,275,278
ENSG00000168385.17_3,SEPT2,2572,2110,2757,2643
ENSG00000006607.13_3,FARP2,332,262,295,330
ENSG00000115694.14_2,STK25,1129,895,880,1008
ENSG00000176720.5_3,BOK,28,19,26,32
ENSG00000176946.11_2,THAP4,674,561,454,486
ENSG00000168397.16_3,ATG4B,672,464,595,678
ENSG00000168393.12_3,DTYMK,939,741,903,946
ENSG00000168395.15_4,ING5,561,495,599,547
ENSG00000180902.17_2,D2HGDH,430,328,272,297
ENSG00000154252.11_2,GAL3ST2,40,40,21,34
ENSG00000204099.11_2,NEU4,9,9,4,7
ENSG00000188389.10_2,PDCD1,71,49,20,40
ENSG00000188011.5_2,RTP5,0,0,0,0
ENSG00000216921.7_4,AC131097.2,0,4,1,0
ENSG00000134121.9_2,CHL1,0,0,0,0
ENSG00000134115.12_2,CNTN6,0,0,0,0
ENSG00000144619.14_3,CNTN4,0,0,0,0
ENSG00000091181.19_2,IL5RA,1,1,0,0
ENSG00000072756.16_2,TRNT1,403,394,369,392
ENSG00000113851.14_2,CRBN,391,370,438,410
ENSG00000144455.13_3,SUMF1,96,78,109,97
ENSG00000175928.5_2,LRRN1,0,0,2,1
ENSG00000170364.12_2,SETMAR,222,167,185,150
ENSG00000150995.18_3,ITPR1,334,307,248,255
ENSG00000134107.4_2,BHLHE40,704,565,372,467
ENSG00000134108.12_2,ARL8B,1000,966,1113,1078
ENSG00000134109.10_2,EDEM1,356,359,347,356
ENSG00000196277.15_2,GRM7,1,4,5,1
ENSG00000071282.11_2,LMCD1,0,0,2,0
ENSG00000125046.14_3,SSUH2,2,0,0,1
ENSG00000182533.6_3,CAV3,4,3,2,0
ENSG00000180914.10_2,OXTR,39,39,49,35
ENSG00000070950.9_3,RAD18,572,554,635,603
ENSG00000196220.15_3,SRGAP3,0,0,0,1
ENSG00000134077.15_3,THUMPD3,933,795,966,951
ENSG00000168137.15_3,SETD5,1775,1499,1597,1562
ENSG00000156959.8_2,LHFPL4,0,0,0,1
ENSG00000163719.19_4,MTMR14,646,556,602,558
ENSG00000144550.12_2,CPNE9,4,0,0,1
ENSG00000156983.15_3,BRPF1,935,695,739,741
ENSG00000114026.21_4,OGG1,268,243,321,334
ENSG00000134072.10_2,CAMK1,78,49,98,89
ENSG00000171148.13_2,TADA3,1658,1320,1611,1644
ENSG00000241553.12_3,ARPC4,812,595,560,627
ENSG00000250151.9_3,ARPC4-TTLL3,0,0,0,0
ENSG00000214021.15_3,TTLL3,508,358,416,510
ENSG00000156990.14_3,RPUSD3,558,422,448,412
ENSG00000187288.10_2,CIDEC,0,1,0,0
ENSG00000171135.13_3,JAGN1,600,470,510,506
ENSG00000163701.18_3,IL17RE,5,2,2,5
